AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
FAR,Fargo Aircraft Services,Fargo,ND,701-610-1094,,,1001+,$3.92 ,1001+,$3.92 ,,,,,,,,,KFAR
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 0 - 100,$6.03 , 0 - 100,$5.87 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 101 - 200,$5.93 , 101 - 200,$5.77 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 201 - 300,$5.82 , 201 - 300,$5.66 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 301 - 400,$5.71 , 301 - 400,$5.55 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,, 401 - 500,$5.60 , 401 - 500,$5.44 ,,,,,,,,,KFAT
FAT,Atlantic FAT,Fresno,CA,946-348-3090,,,501+,$5.49 ,501+,$5.33 ,,,,,,,,,KFAT
FCH,Flight Level Aviation FCH,Fresno,CA,559-575-8199,,,All Quantities,$5.32 ,All Quantities,$5.27 ,,,,,,,,,KFCH
FCI,Vantage Aviation FCI,Richmond,VA,804-271-7793,,,1+,$6.21 ,1+,$6.21 ,1+,$0.00 ,,,1+,$0.00 ,,,KFCI
FCM,Thunderbird Aviation,Eden Prairie,MN,952-851-0631,,, 1 - 399,$4.88 , 1 - 399,$4.88 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFCM
FCM,Thunderbird Aviation,Eden Prairie,MN,952-851-0631,,,400+,$4.60 ,400+,$4.60 ,,,,,,,,,KFCM
FFL,Fairfield Flying Service,Fairfield,IA,641-472-3166,,,All Quantities,$5.40 ,All Quantities,$5.40 ,,,,,,,,,KFFL
FFM,Sky Crew Services LLC,Fergus Falls,MN,218-770-8910,,,1+,$5.32 ,1+,$5.32 ,1+,$0.00 ,,,1+,$0.00 ,,,KFFM
FFT,Capital City Airport,Frankfort,KY,502-564-3714,,,1+,$4.06 ,1+,$4.06 ,1+,$0.00 ,,,1+,$0.00 ,,,KFFT
FIN,Flagler County Airport,Palm Coast,FL,386-313-4220,,,All Quantities,$4.43 ,All Quantities,$4.43 ,,,,,,,,,KFIN
FIT,Fitchburg Municipal Airport,Fitchburg,MA,978-345-9580,,,1+,$5.24 ,1+,$5.24 ,,,,,,,,,KFIT
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 1 - 300,$5.66 , 1 - 300,$5.61 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 301 - 500,$5.58 , 301 - 500,$5.53 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,, 501 - 1000,$5.43 , 501 - 1000,$5.38 ,,,,,,,,,KFLD
FLD,Fond Du Lac Skyport,Fond du Lac,WI,262-334-5603,,,1001+,$5.28 ,1001+,$5.23 ,,,,,,,,,KFLD
FLL,Fontainebleau KFLL,Fort Lauderdale,FL,305-685-4646,,,1+,$3.84 ,1+,$3.77 ,,,,,,,,,KFLL
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 1 - 299,$5.52 , 1 - 299,$5.52 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 300 - 499,$5.48 , 300 - 499,$5.48 ,,,,,,,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,, 500 - 799,$5.43 , 500 - 799,$5.43 ,,,,,,,,,KFLO
FLO,Precision Air Florence,Florence,SC,843-856-2495,,,800+,$5.38 ,800+,$5.38 ,,,,,,,,,KFLO
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 0 - 100,$7.09 , 0 - 100,$6.94 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 101 - 200,$7.04 , 101 - 200,$6.89 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 201 - 300,$6.99 , 201 - 300,$6.84 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 301 - 400,$6.93 , 301 - 400,$6.78 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,, 401 - 500,$6.88 , 401 - 500,$6.73 ,,,,,,,,,KFMN
FMN,Atlantic FMN,Farmington,NM,945-348-3090,,,501+,$6.82 ,501+,$6.67 ,,,,,,,,,KFMN
FOK,Modern Aviation FOK,Westhampton,NY,631-288-9866,,,1+,$6.13 ,1+,$5.97 ,,,,,,,,,KFOK
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,, 0 - 299,$4.47 , 0 - 299,$4.45 ,,,,,,,,,KFPR
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,, 300 - 599,$4.44 , 300 - 599,$4.42 ,,,,,,,,,KFPR
FPR,APP Jet Center KFPR,Ft Pierce,FL,772-489-2285,,,600+,$4.39 ,600+,$4.37 ,,,,,,,,,KFPR
FRG,Modern Aviation FRG,Farmingdale,NY,806-318-4403,,,1+,$4.22 ,1+,$4.06 ,,,,,,,,,KFRG
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,, 1 - 499,$5.91 , 1 - 499,$5.91 ,1+,$0.00 ,,,1+,$0.00 ,,,KFRH
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,, 500 - 999,$5.88 , 500 - 999,$5.88 ,,,,,,,,,KFRH
FRH,French Lick Municipal,French Lick,IN,812-936-2222,,,1000+,$5.83 ,1000+,$5.83 ,,,,,,,,,KFRH
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1 - 250,$4.60 , 1 - 250,$4.55 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 251 - 500,$4.58 , 251 - 500,$4.53 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 501 - 1000,$4.39 , 501 - 1000,$4.34 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1001 - 1500,$4.15 , 1001 - 1500,$4.10 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,, 1501 - 2000,$3.95 , 1501 - 2000,$3.90 ,,,,,,,,,KFSD
FSD,Maverick Air Center,Sioux Falls,SD,605-312-5680,,,2001+,$3.75 ,2001+,$3.70 ,,,,,,,,,KFSD
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 0 - 300,$4.80 , 0 - 300,$4.65 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 301 - 600,$4.77 , 301 - 600,$4.62 ,,,,,,,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,, 601 - 1000,$4.72 , 601 - 1000,$4.57 ,,,,,,,,,KFTW
FTW,Modern Aviation FTW,Fort Worth,TX,866-289-8000,,,1001+,$4.67 ,1001+,$4.52 ,,,,,,,,,KFTW
FUL,General Aviation Co Inc,Fullerton,CA,714-526-6611,,,All Quantities,$6.82 ,All Quantities,$6.82 ,,,,,,,,,KFUL
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 1 - 500,$5.88 , 1 - 500,$5.88 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 501 - 1000,$5.78 , 501 - 1000,$5.78 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,, 1001 - 1500,$5.68 , 1001 - 1500,$5.68 ,,,,,,,,,KFWS
FWS,Vesper Aviation,Burleson,TX,817-447-8016,,,1501+,$5.58 ,1501+,$5.58 ,,,,,,,,,KFWS
FXE,Atlantic FXE,Fort Lauderdale,FL,972-905-2513,,,All Quantities,$5.15 ,All Quantities,$5.00 ,,,,,,,,,KFXE
FYE,Fayette County Airport,Somerville,TN,901-466-7007,,,1+,$3.85 ,1+,$3.85 ,,,,,,,,,KFYE
FYJ,Middle Peninsula Regional Airport,Mattaponi,VA,804-785-9725,,,All Quantities,$5.03 ,All Quantities,$5.03 ,1+,$0.00 ,,,1+,$0.00 ,,,KFYJ
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 1 - 500,$4.93 , 1 - 500,$4.93 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 501 - 1000,$4.84 , 501 - 1000,$4.84 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,, 1001 - 1500,$4.73 , 1001 - 1500,$4.73 ,,,,,,,,,KFYV
FYV,Fayetteville Aviation Services,Fayetteville,AR,479-718-7644,,,1501+,$4.62 ,1501+,$4.62 ,,,,,,,,,KFYV
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,, 1 - 149,$4.93 , 1 - 149,$4.93 ,,,,,,,,,KGAD
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,, 150 - 499,$4.74 , 150 - 499,$4.74 ,,,,,,,,,KGAD
GAD,Northeast Alabama Regional Aviation,Gadsden,AL,256-442-3313,,,500+,$4.64 ,500+,$4.64 ,,,,,,,,,KGAD
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 1 - 99,$5.18 , 1 - 99,$5.18 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 100 - 249,$5.15 , 100 - 249,$5.15 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 250 - 499,$5.10 , 250 - 499,$5.10 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 500 - 749,$5.05 , 500 - 749,$5.05 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,, 750 - 999,$5.00 , 750 - 999,$5.00 ,,,,,,,,,KGBG
GBG,Jet Air Inc GBG,Galesburg,IL,309-342-3134,,,1000+,$4.95 ,1000+,$4.95 ,,,,,,,,,KGBG
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 1 - 300,$6.92 , 1 - 300,$6.92 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 301 - 600,$6.63 , 301 - 600,$6.63 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,, 601 - 900,$6.34 , 601 - 900,$6.34 ,,,,,,,,,MWCR
GCM,ATLANTIC MWCR,Georgetown,,945-348-3090,,,901+,$6.05 ,901+,$6.05 ,,,,,,,,,MWCR
GCM,Cayman Dispatch - Cayman,Grand Cayman,,345-949-8960,,,All Quantities,$6.41 ,All Quantities,$6.41 ,,,,,,,,,MWCR
GCM,General Aviation Term /Air Agencies,Georgetown,,252-633-0066,,,All Quantities,$5.59 ,All Quantities,$5.59 ,,,,,,,,,MWCR
GEU,Glendale Aero Services,Glendale,AZ,623-877-3333,,,All Quantities,$5.24 ,All Quantities,$5.24 ,,,,,,,,,KGEU
GEV,Ashe County Airport,Jefferson,NC,336-846-5501,,,All Quantities,$4.82 ,All Quantities,$4.82 ,1+,$0.00 ,,,1+,$0.00 ,,,KGEV
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,, 1 - 499,$4.82 , 1 - 499,$4.72 ,1+,$0.00 ,,,1+,$0.00 ,,,KGEZ
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,, 500 - 999,$4.74 , 500 - 999,$4.64 ,,,,,,,,,KGEZ
GEZ,City of Shelbyville,Shelbyville,IN,317-392-1284,,,1000+,$4.59 ,1000+,$4.49 ,,,,,,,,,KGEZ
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 1 - 299,$5.32 , 1 - 299,$5.32 ,1+,$0.00 ,,,1+,$0.00 ,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 300 - 499,$5.27 , 300 - 499,$5.27 ,,,,,,,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,, 500 - 799,$5.22 , 500 - 799,$5.22 ,,,,,,,,,KGGE
GGE,Seven Rivers Aviation,Georgetown,SC,843-790-9137,,,800+,$5.17 ,800+,$5.17 ,,,,,,,,,KGGE
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 1 - 800,$7.74 , 1 - 800,$7.65 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 801 - 1500,$7.69 , 801 - 1500,$7.60 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,, 1501 - 3000,$7.63 , 1501 - 3000,$7.55 ,,,,,,,,,MYEF
GGT,Odyssey Aviation - MYEF,Exuma,,242-702-0261,,,3001+,$7.58 ,3001+,$7.49 ,,,,,,,,,MYEF
GHM,Town of Centerville,Centerville,TN,931-729-4246,,,All Quantities,$3.76 ,All Quantities,$3.76 ,,,,,,,,,KGHM
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,, 0 - 99,$5.72 , 0 - 99,$5.64 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGKT
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,, 100 - 499,$5.71 , 100 - 499,$5.63 ,,,,,,,,,KGKT
GKT,Gatlinburg Pigeon Forge Airport,Sevierville,TN,865-453-8393,,,500+,$5.66 ,500+,$5.58 ,,,,,,,,,KGKT
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,, 1 - 400,$5.02 , 1 - 400,$5.02 ,,,,,,,,,KGKY
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,, 401 - 1000,$4.88 , 401 - 1000,$4.88 ,,,,,,,,,KGKY
GKY,Arlington Air Center,Arlington,TX,817-459-5990,,,1001+,$4.68 ,1001+,$4.68 ,,,,,,,,,KGKY
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 1 - 250,$5.17 , 1 - 250,$5.17 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 251 - 500,$4.99 , 251 - 500,$4.99 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,, 501 - 1000,$4.69 , 501 - 1000,$4.69 ,,,,,,,,,KGLH
GLH,Mid-Delta Aviation,Greenville,MS,662-334-6444,,,1001+,$4.59 ,1001+,$4.59 ,,,,,,,,,KGLH
GLS,Island Jet Center,Galveston,TX,409-572-2555,,,1+,$5.68 ,1+,$5.68 ,,,,,,,,,KGLS
GLW,Glasgow Aviation,Glasgow,KY,270-678-4469,,,1+,$5.48 ,1+,$5.48 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGLW
GMU,Vantage GMU LLC,Greenville,SC,864-232-7100,,,All Quantities,$6.43 ,All Quantities,$6.43 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGMU
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 0 - 349,$7.47 , 0 - 349,$7.32 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 350 - 799,$7.29 , 350 - 799,$7.14 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,, 800 - 1199,$7.14 , 800 - 1199,$6.99 ,,,,,,,,,KGON
GON,Modern Aviation GON,Groton,CT,860-449-1400,,,1200+,$7.08 ,1200+,$6.93 ,,,,,,,,,KGON
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 1 - 200,$6.90 , 1 - 200,$6.75 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 201 - 400,$6.86 , 201 - 400,$6.71 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 401 - 600,$6.81 , 401 - 600,$6.66 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 601 - 800,$6.76 , 601 - 800,$6.61 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,, 801 - 1000,$6.70 , 801 - 1000,$6.55 ,,,,,,,,,KGPI
GPI,Atlantic GPI,Kalispell,MT,406-755-5362,,,1001+,$6.65 ,1001+,$6.50 ,,,,,,,,,KGPI
GPZ,AirWays Aviation Center Inc,Grand Rapids,MN,319-415-8703,,,1+,$5.91 ,1+,$5.91 ,1+,$0.00 ,,,1+,$0.00 ,,,KGPZ
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 1 - 100,$4.68 , 1 - 100,$4.68 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 101 - 299,$4.54 , 101 - 299,$4.54 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 300 - 499,$4.49 , 300 - 499,$4.49 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,, 500 - 999,$4.44 , 500 - 999,$4.44 ,,,,,,,,,KGRB
GRB,Jet Air Group,Green Bay,WI,920-494-2669,,,1000+,$4.34 ,1000+,$4.34 ,,,,,,,,,KGRB
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,, 1 - 249,$5.59 , 1 - 249,$5.59 ,1+,$0.00 ,,,1+,$0.00 ,,,KGRD
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,, 250 - 499,$5.50 , 250 - 499,$5.50 ,,,,,,,,,KGRD
GRD,Aeronautical Services of Greenwood,Greenwood,SC,864-942-9634,,,500+,$5.39 ,500+,$5.39 ,,,,,,,,,KGRD
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 1 - 300,$5.74 , 1 - 300,$5.74 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 301 - 500,$5.67 , 301 - 500,$5.67 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,, 501 - 999,$5.47 , 501 - 999,$5.47 ,,,,,,,,,KGTU
GTU,Cutter Aviation GTU,Georgetown,TX,623-581-1444,,,1000+,$5.17 ,1000+,$5.17 ,,,,,,,,,KGTU
GYH,Vantage GYH LLC,Greenville,SC,864-277-8184,,,All Quantities,$6.10 ,All Quantities,$6.10 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGYH
GZS,Jones Flying Service LLC,Pulaski,TN,931-363-6827,,,1+,$4.76 ,1+,$4.76 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KGZS
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 0 - 100,$5.53 , 0 - 100,$5.48 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 101 - 299,$5.43 , 101 - 299,$5.38 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 300 - 499,$5.24 , 300 - 499,$5.18 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 500 - 999,$5.08 , 500 - 999,$5.03 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 1000 - 1499,$4.78 , 1000 - 1499,$4.73 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,, 1500 - 1999,$4.68 , 1500 - 1999,$4.63 ,,,,,,,,,KHAO
HAO,Cincinnati Jet Center,Hamilton,OH,513-867-9500,,,2000+,$4.58 ,2000+,$4.53 ,,,,,,,,,KHAO
HBG,Southeast Aviation,Hattiesburg,MS,601-544-8661,,,All Quantities,$5.66 ,All Quantities,$5.66 ,1+,$0.00 ,,,1+,$0.00 ,,,KHBG
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 1 - 200,$4.77 , 1 - 200,$4.77 ,1+,$0.00 ,,,1+,$0.00 ,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 201 - 500,$4.71 , 201 - 500,$4.71 ,,,,,,,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,, 501 - 1000,$4.66 , 501 - 1000,$4.66 ,,,,,,,,,KHDC
HDC,Pierce Aviation LLC,Hammond,LA,985-345-3030,,,1001+,$4.60 ,1001+,$4.60 ,,,,,,,,,KHDC
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 0 - 200,$8.22 , 0 - 200,$7.93 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 201 - 400,$8.18 , 201 - 400,$7.88 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 401 - 600,$8.11 , 401 - 600,$7.81 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 601 - 800,$8.05 , 601 - 800,$7.75 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,, 801 - 1000,$7.98 , 801 - 1000,$7.68 ,,,,,,,,,KHDN
HDN,Atlantic HDN,Hayden,CO,945-348-3090,,,1001+,$7.91 ,1001+,$7.61 ,,,,,,,,,KHDN
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,, 1 - 999,$4.49 , 1 - 999,$4.49 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHEF
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,, 1000 - 1999,$4.45 , 1000 - 1999,$4.45 ,,,,,,,,,KHEF
HEF,APP Jet Center KHEF,Manassas,VA,703-392-5387,,,2000+,$4.39 ,2000+,$4.39 ,,,,,,,,,KHEF
HEZ,Natchez-Adams County Airport,Natchez,MS,601-442-3142,,,1+,$5.38 ,1+,$5.29 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KHEZ
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 1 - 199,$6.93 , 1 - 199,$6.85 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 200 - 499,$6.84 , 200 - 499,$6.76 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 500 - 749,$6.39 , 500 - 749,$6.31 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,, 750 - 999,$6.29 , 750 - 999,$6.21 ,,,,,,,,,KHHR
HHR,Jet Center Los Angeles,Hawthorne,CA,310-676-4673,,,1000+,$6.19 ,1000+,$6.11 ,,,,,,,,,KHHR
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 1 - 300,$5.43 , 1 - 300,$5.43 ,1+,$0.15 ,,,1+,$0.15 ,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 301 - 600,$5.23 , 301 - 600,$5.23 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 601 - 900,$5.13 , 601 - 900,$5.13 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,, 901 - 1199,$4.93 , 901 - 1199,$4.93 ,,,,,,,,,KHIB
HIB,Hibbing Fuel Facility,Hibbing,MN,218-263-4353,,,1200+,$4.83 ,1200+,$4.83 ,,,,,,,,,KHIB
HIO,Global Aviation Inc,Hillsboro ,OR,503-648-6403,,,All Quantities,$4.64 ,All Quantities,$4.49 ,,,,,,,,,KHIO
HKY,Hickory Regional Airport,Hickory,NC,828-323-7408,,,1+,$5.48 ,1+,$5.48 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHKY
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 0 - 300,$7.18 , 0 - 300,$7.02 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 301 - 600,$6.80 , 301 - 600,$6.64 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 601 - 900,$6.41 , 601 - 900,$6.26 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 901 - 1200,$6.04 , 901 - 1200,$5.88 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,, 1201 - 1500,$5.65 , 1201 - 1500,$5.49 ,,,,,,,,,PHNL
HNL,Atlantic HNL,Honolulu,HI,945-348-3090,,,1501+,$5.27 ,1501+,$5.12 ,,,,,,,,,PHNL
HNZ,Fly HNZ,Oxford,NC,919-693-5769,,,All Quantities,$5.56 ,All Quantities,$5.56 ,,,,,,,,,KHNZ
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 0 - 100,$4.36 , 0 - 100,$4.30 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 101 - 499,$4.31 , 101 - 499,$4.25 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 500 - 999,$4.26 , 500 - 999,$4.20 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,, 1000 - 1499,$4.16 , 1000 - 1499,$4.10 ,,,,,,,,,KHOU
HOU,Wilson Air Center HOU,Houston,TX,713-649-8700,,,1500+,$4.11 ,1500+,$4.05 ,,,,,,,,,KHOU
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 0 - 300,$5.82 , 0 - 300,$5.66 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 301 - 600,$5.72 , 301 - 600,$5.57 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 601 - 900,$5.61 , 601 - 900,$5.45 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 901 - 1200,$5.51 , 901 - 1200,$5.35 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,, 1201 - 1500,$5.39 , 1201 - 1500,$5.23 ,,,,,,,,,KHPN
HPN,Atlantic HPN,White Plains,NY,945-348-3090,,,1501+,$5.29 ,1501+,$5.13 ,,,,,,,,,KHPN
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 1 - 199,$4.70 , 1 - 199,$4.70 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 200 - 499,$4.51 , 200 - 499,$4.51 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,, 500 - 999,$4.31 , 500 - 999,$4.31 ,,,,,,,,,KHQZ
HQZ,City of Mesquite,Mesquite,TX,972-216-4131,,,1000+,$4.21 ,1000+,$4.21 ,,,,,,,,,KHQZ
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 0 - 300,$6.49 , 0 - 300,$6.34 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHRF
